Date,Open,High,Low,Close
9/21/2012,78.22,78.37,78.11,78.16
9/20/2012,78.39,78.46,78.02,78.21
9/19/2012,78.77,79.22,78.26,78.4
9/18/2012,78.68,78.87,78.49,78.77
9/17/2012,78.34,78.93,78.17,78.68
9/16/2012,78.36,78.47,78.32,78.34
9/14/2012,77.64,78.4,77.52,78.39
9/13/2012,77.83,77.83,77.14,77.66
9/12/2012,77.77,77.97,77.74,77.83
9/11/2012,78.24,78.25,77.7,77.77
9/10/2012,78.24,78.33,78.19,78.24
9/9/2012,78.25,78.29,78.2,78.23
9/7/2012,78.89,79.02,78.02,78.26
9/6/2012,78.42,79.03,78.38,78.89
9/5/2012,78.48,78.54,78.31,78.43
9/4/2012,78.34,78.48,78.29,78.48
9/3/2012,78.31,78.4,78.2,78.34
9/2/2012,78.35,78.35,78.28,78.3
8/31/2012,78.54,78.61,78.2,78.39
8/30/2012,78.73,78.73,78.5,78.54
8/29/2012,78.57,78.79,78.48,78.73
8/28/2012,78.76,78.77,78.46,78.58
8/27/2012,78.75,78.84,78.66,78.76
8/26/2012,78.7,78.78,78.63,78.75
8/24/2012,78.59,78.72,78.46,78.66
8/23/2012,78.55,78.69,78.37,78.59
8/22/2012,79.24,79.37,78.3,78.55
8/21/2012,79.35,79.53,79.22,79.25
8/20/2012,79.53,79.66,79.32,79.35
8/19/2012,79.56,79.58,79.44,79.53
8/17/2012,79.27,79.57,79.24,79.56
8/16/2012,79.01,79.41,79,79.27
8/15/2012,78.83,79.05,78.61,79.01
8/14/2012,78.34,78.93,78.33,78.82
8/13/2012,78.26,78.38,78.16,78.34
8/12/2012,78.23,78.3,78.23,78.26
8/10/2012,78.59,78.64,78.16,78.26
8/9/2012,78.42,78.79,78.3,78.59
8/8/2012,78.62,78.64,78.24,78.42
8/7/2012,78.21,78.74,78.16,78.61
8/6/2012,78.62,78.62,78.15,78.21
8/5/2012,78.6,78.64,78.5,78.62
8/3/2012,78.23,78.77,78.07,78.47
8/2/2012,78.38,78.53,78.12,78.23
8/1/2012,78.13,78.5,77.92,78.38
7/31/2012,78.13,78.3,78.04,78.13
7/30/2012,78.5,78.53,78.11,78.13
7/29/2012,78.45,78.54,78.43,78.5
7/27/2012,78.32,78.68,78.08,78.47
7/26/2012,78.11,78.35,78.02,78.32
7/25/2012,78.12,78.28,78.07,78.11
7/24/2012,78.29,78.34,78.08,78.12
7/23/2012,78.47,78.47,77.94,78.29
7/22/2012,78.47,78.53,78.38,78.47
7/20/2012,78.75,78.8,78.45,78.49
7/19/2012,78.8,78.8,78.44,78.75
7/18/2012,79.08,79.13,78.76,78.8
7/17/2012,78.84,79.17,78.82,79.09
7/16/2012,79.18,79.2,78.69,78.84
7/15/2012,79.27,79.28,79.12,79.18
7/13/2012,79.33,79.39,79.08,79.19
7/12/2012,79.61,79.96,79.19,79.33
7/11/2012,79.36,79.79,79.14,79.61
7/10/2012,79.57,79.58,79.21,79.36
7/9/2012,79.5,79.76,79.48,79.57
7/8/2012,79.62,79.73,79.43,79.5
7/6/2012,79.87,80.02,79.5,79.67
7/5/2012,79.95,80.1,79.56,79.87
7/4/2012,79.86,79.97,79.59,79.95
7/3/2012,79.46,79.93,79.44,79.86
7/2/2012,79.84,79.86,79.31,79.45
7/1/2012,79.87,79.97,79.83,79.85
6/29/2012,79.31,79.99,79.14,79.8
6/28/2012,79.67,79.69,79.22,79.3
6/27/2012,79.47,79.87,79.36,79.67
6/26/2012,79.66,79.79,79.24,79.47
6/25/2012,80.58,80.58,79.44,79.66
6/24/2012,80.45,80.62,80.43,80.57
6/22/2012,80.05,80.57,80.05,80.44
6/21/2012,79.44,80.33,79.39,80.05
6/20/2012,79.07,79.7,78.8,79.44
6/19/2012,79.03,79.12,78.85,79.06
6/18/2012,79.08,79.3,78.86,79.03
6/17/2012,78.81,79.18,78.81,79.08
6/15/2012,79.43,79.51,78.61,78.71
